organization,linkedin,position,startDate,endDate,status,department,seniority,person_id
Dynavax Europe,https://www.linkedin.com/company/dynavax-gmbh,Production Manager/Deputy Head Manufacturing,2012-11,2012-12,INACTIVE,Other,Lead,342
Dynavax Europe,https://www.linkedin.com/company/dynavax-gmbh,Deputy Head Manufacturing,2011-08,2012-10,INACTIVE,Other,Lead,342
Dynavax Europe,https://www.linkedin.com/company/dynavax-gmbh,Gruppenleiter DSP/Isolation,2008-07,2011-07,INACTIVE,Information Technology,Lead,342
Dynavax Europe,https://www.linkedin.com/company/dynavax-gmbh,Wissenschaftlicher Mitarbeiter Prozessentwicklung,2004-05,2008-07,INACTIVE,Project Management,Professional,342
Letec-Terem,,Quality Manager,2002-02,,ACTIVE,Other,Professional,343
Air Scorpio,,Maintenance Engineer,2009-06,2011,INACTIVE,Other,Professional,343
Bechtle Schweiz AG,https://www.linkedin.com/company/bechtle-schweiz-ag,Senior IT-Lizenzspezialist,2010-08,,ACTIVE,Information Technology,Senior,344
redIT Services AG,https://www.linkedin.com/company/redit-services-ag,Software Consultant,2006-06,2010-08,INACTIVE,Consulting,Professional,344
CDC IT AG,,Software Consultant,2005-01,2006,INACTIVE,Consulting,Professional,344
Sodexo Defence (UK),https://www.linkedin.com/company/sodexo,Strategy Director,2009,,ACTIVE,Business Development,Director,345
Royal Air Force,https://www.linkedin.com/company/royal-air-force,Station Commander RAF Benson,1997,1999,INACTIVE,Other,Professional,345
Royal Air Force,https://www.linkedin.com/company/royal-air-force,Station Commander RAF benson,1997,1999,INACTIVE,Other,Professional,345
S&D Flt 33 Squadron Royal Air Force,,OC 33 Sqn,1992,1994,INACTIVE,Other,Professional,345
Richnerstutz AG,https://www.linkedin.com/company/richnerstutz-ag,Unternehmensinhaber,2023-01,,ACTIVE,Other,Management,346
Richnerstutz AG,https://www.linkedin.com/company/richnerstutz-ag,Geschäftsleiter,1988-01,,ACTIVE,Other,Lead,346
Richnerstutz AG,https://www.linkedin.com/company/richnerstutz-ag,"Leiter Business Development, Präsident des Verwaltungsrats",2017,2017,INACTIVE,Business Development,Lead,346
doxx GmbH,https://www.linkedin.com/company/doxx-gmbh,Unternehmensinhaber,2010-03,,ACTIVE,Other,Management,347
AWEX,https://www.linkedin.com/company/awexgmbh,Managing Director,2021-01,,ACTIVE,Other,Management,348
EMEA Business Group,https://www.linkedin.com/company/emea-business-group,Director Commercial Operations,2012-01,,ACTIVE,Marketing,Director,349
The Economist,https://www.linkedin.com/company/the-economist,Head of Account Management CEMEA,2011-04,2012-01,INACTIVE,Sales,Lead,349
The Economist,https://www.linkedin.com/company/the-economist,Client Relations and Events Manager EMEA,2008-04,2011-03,INACTIVE,Marketing,Professional,349
The Economist,https://www.linkedin.com/company/the-economist,Client Relations and Events Co-ordinator,2006-04,2008-03,INACTIVE,Marketing,Lead,349
The Economist,https://www.linkedin.com/company/the-economist,Client Relations Executive,2003-04,2006-03,INACTIVE,Customer Support,Professional,349
The Economist,https://www.linkedin.com/company/the-economist,Marketing Executive,2002-09,2003-03,INACTIVE,Marketing,Professional,349
Roche Pharmaceuticals,https://www.linkedin.com/company/roche,Betriebsleiter API-Produktion,2001,,ACTIVE,Information Technology,Lead,350
RACE FX LIMITED,https://www.linkedin.com/company/race-fx-limited,Human Resources Specialist,2021-06,,ACTIVE,Human Resources,Professional,351
RACE FX LIMITED,https://www.linkedin.com/company/race-fx-limited,General Manager,2018-01,2021-06,INACTIVE,Other,Management,351
Race FX Ltd,,Design & Communications Manager,2012-04,2017-12,INACTIVE,Marketing,Professional,351
Royal Bolton Hospitals NHS Foundation Trust,https://www.linkedin.com/company/royal-bolton-hospitals-nhs-foundation-trust,Senior Graphic Designer,1993-08,2012-03,INACTIVE,Marketing,Senior,351
BAUKING AG,https://www.linkedin.com/company/bauking,49504,2009-08,,ACTIVE,Other,Professional,352
PATTON STATE HOSPITAL,,Family Nurse Practitioner,2012-12,,ACTIVE,Other,Professional,353
Stellantis,https://www.linkedin.com/company/stellantis,Global Chief Engineer / Manager - Power Electronics (OBC/DCDC),2024-09,,ACTIVE,Information Technology,Lead,354
Stellantis,https://www.linkedin.com/company/stellantis,Assistant Chief Engineer - OBC/DCDC,2022-04,2025-03,INACTIVE,Information Technology,Junior,354
Opel,https://www.linkedin.com/company/opelautomobile,Center of Competence Leader - Diesel Filtration System,2018-08,2022-05,INACTIVE,Other,Lead,354
Opel,https://www.linkedin.com/company/opelautomobile,Project Manager / Engineer - Fuel & Vapor Systems,2015-04,2019-03,INACTIVE,Project Management,Professional,354
Opel,https://www.linkedin.com/company/opelautomobile,Masterthesis,2014-07,2015-03,INACTIVE,Other,Junior,354
spot.consulting GmbH,https://www.linkedin.com/company/spot-consulting-gmbh,Junior Consultant,2013-02,2014-06,INACTIVE,Consulting,Junior,354
Technische Universität Darmstadt,,Research Assistant,2011-04,2012-12,INACTIVE,Other,Junior,354
rido gmbh,,Inhaber rido gmbh,2018-08,,ACTIVE,Other,Management,355
rido R. Nussbaumer & Co.,,Einrichtungsberater,,,UNKNOWN,Other,Professional,355
Selbstständig,,Einrichtungsberater,2001-01,,ACTIVE,Other,Professional,355
rido R. Nussbaumer & Co.,,Alleiniger Inhaber,1996-10,2016-10,INACTIVE,Other,Management,355
All for One Switzerland AG,https://www.linkedin.com/company/allforoneswitzerland,SAP Solutions Consultant,2022-10,,ACTIVE,Consulting,Professional,356
All for One Switzerland AG,https://www.linkedin.com/company/allforoneswitzerland,SAP HCM Consultant,2015-07,2022-10,INACTIVE,Consulting,Professional,356
LR Global Holding GmbH,https://www.linkedin.com/company/lr-global-holding-gmbh,Senior Treasury Manager,2017-09,,ACTIVE,Other,Senior,357
HSH Nordbank,https://www.linkedin.com/company/hsh-nordbank,Senior Asset Liability Manager (Vice President / Prokurist),2012-06,2017-06,INACTIVE,Other,Senior,357
HSH Nordbank,https://www.linkedin.com/company/hsh-nordbank,Banking Book Risk Manager,2007-10,2012-05,INACTIVE,Other,Professional,357
HSH Nordbank,https://www.linkedin.com/company/hsh-nordbank,Trainee Financial Markets Division,2006-03,2007-09,INACTIVE,Other,Junior,357
Randstad Deutschland,https://www.linkedin.com/company/randstad-deutschland,Senior Consultant,2024-07,,ACTIVE,Consulting,Senior,358
Randstad Deutschland,https://www.linkedin.com/company/randstad-deutschland,Consultant,2023-05,2024-07,INACTIVE,Consulting,Professional,358
Randstad Deutschland,https://www.linkedin.com/company/randstad-deutschland,Account Specialist Inhouse Service,2021-10,2023-05,INACTIVE,Customer Support,Professional,358
Adecco,https://www.linkedin.com/company/adecco,Onsite Manager,2020-03,2021-05,INACTIVE,Administrative,Professional,358
Alexander Klaus Freelance- & Interims- Marketing Consulting,,Freelance Marketing Consulting / Client Service / Interim Marketing & Branding,2022-04,,ACTIVE,Consulting,Professional,359
Delikatessen Agentur für Marken und Design GmbH,,Client Service Director,2019-03,2022-04,INACTIVE,Customer Support,Director,359
Pahnke Markenmacherei GmbH & Co. KG,https://www.linkedin.com/company/pahnkehamburg,Manager Marketing Consulting,2017-09,2019-02,INACTIVE,Consulting,Professional,359
Pahnke Markenmacherei GmbH & Co. KG,https://www.linkedin.com/company/pahnkehamburg,Senior Markenberater/ Senior Brand Consultant,2015-10,2017-08,INACTIVE,Marketing,Senior,359
Landor Associates,,Senior Brand Consultant,2013-03,2015-07,INACTIVE,Consulting,Senior,359
Landor Associates,,Client Manager,2011-12,2013-02,INACTIVE,Sales,Professional,359
Landor Associates,,Project Coordinator,2010-12,2011-12,INACTIVE,Project Management,Lead,359
ewo,https://www.linkedin.com/company/ewo,International Cooperations Manager,2009-09,2010-12,INACTIVE,Business Development,Professional,359
MetaDesign,https://www.linkedin.com/company/metadesign,Intern Brand Consulting,2008-10,2009-03,INACTIVE,Consulting,Junior,359
Anyline,https://www.linkedin.com/company/anyline,VP Product Management,2025-01,,ACTIVE,Project Management,Management,360
Anyline,https://www.linkedin.com/company/anyline,Head Of Product Management,2022-04,2025-01,INACTIVE,Other,Lead,360
Anyline,https://www.linkedin.com/company/anyline,Product Manager,2021-05,2022-04,INACTIVE,Project Management,Professional,360
GVC Group,https://www.linkedin.com/company/gvc-group,Senior IT Product Manager,2017-01,2021-03,INACTIVE,Project Management,Senior,360
bwin.party digital entertainment,,Product Owner & Teamlead,2014-01,2017-12,INACTIVE,Project Management,Lead,360
bwin,https://www.linkedin.com/company/bwin-party-digital-entertainment,Teamlead Technical Product Management,2011-03,2013-12,INACTIVE,Project Management,Lead,360
bwin,https://www.linkedin.com/company/bwin-party-digital-entertainment,Technical Product Manager,2007-07,2011-03,INACTIVE,Project Management,Professional,360
Freiberuflich,,IT Consultant,2002-01,2007-01,INACTIVE,Consulting,Professional,360
VON ARDENNE GmbH,https://www.linkedin.com/company/von-ardenne,Head of Mechanical Engiuneering,2017,,ACTIVE,Other,Lead,361
VON ARDENNE GmbH,https://www.linkedin.com/company/von-ardenne,Senior Manager Product Development,2014-06,,ACTIVE,Information Technology,Senior,361
Leybold Optics Dresden GmbH,,Director Design,2008-07,2014-05,INACTIVE,Marketing,Director,361
Leybold Optics Dresden GmbH,,Projektmanager Sales,2007-05,2008-06,INACTIVE,Sales,Professional,361
Applied Materials,https://www.linkedin.com/company/applied-materials,Senior Engineer,2006-07,2007-04,INACTIVE,Information Technology,Senior,361
Vacuum Coating Technologies GmbH,,Senior Engineer,2005-01,2006-06,INACTIVE,Information Technology,Senior,361
VON ARDENNE Anlagentechnik GmbH,https://www.linkedin.com/company/von-ardenne,Project Engineer,1997-09,2004-12,INACTIVE,Project Management,Professional,361
Engineering Office Rudolf Winkler,,Design Engineer,1996-10,1997-06,INACTIVE,Information Technology,Professional,361
Institut für Medizintechnik Dresden,,Design Engineer,1994-04,1996-09,INACTIVE,Information Technology,Professional,361
Masmec S.p.A.,https://www.linkedin.com/company/masmec-spa,Progettista Finanza Agevolata - Research Funding & Administration,2024-04,,ACTIVE,Other,Professional,362
PJ Consulting,https://www.linkedin.com/company/pj-consulting-s.r.l.,Consulente in finanza agevolata,2024-02,2024-04,INACTIVE,Consulting,Professional,362
EY,https://www.linkedin.com/company/ernstandyoung,Assurance FSO: Audit,2023-02,2024-02,INACTIVE,Consulting,Professional,362
PUGLIA SVILUPPO S.P.A.,,Consulente Finanza Agevolata,2022-02,2023-02,INACTIVE,Consulting,Professional,362
Euronics Gruppo Siem,https://www.linkedin.com/company/siem-spa,Addetto alle vendite,2020-07,2021-01,INACTIVE,Sales,Professional,362
Mayer-Kuvert-network GmbH,https://www.linkedin.com/company/mayergruppe,Leiter Supply-Chain-Management,,,UNKNOWN,Other,Lead,363
Oracle,https://www.linkedin.com/company/oracle,Software Engineer IV,2022-10,,ACTIVE,Information Technology,Senior,364
Cerner Corporation,https://www.linkedin.com/company/cerner-corporation,Lead Software Engineer,2016-10,2022-10,INACTIVE,Information Technology,Lead,364
PHEAA / AES,,Java Developer,2008-10,2016-10,INACTIVE,Information Technology,Professional,364
Siemens,https://www.linkedin.com/company/siemens,Software Developer,2003-08,2008-09,INACTIVE,Information Technology,Professional,364
Whitefish Lake First Nation #459,,Communications Coordinator,2019-10,,ACTIVE,Marketing,Lead,365
Shining Arrow Ministries,,Communications Director,2018-03,2022-04,INACTIVE,Marketing,Director,365
The Daily Hearld Tribune,,Reporter,2017-06,2017-08,INACTIVE,Other,Professional,365
The Calgary Journal,https://www.linkedin.com/company/the-calgary-journal,Reporter,2014-09,2017-04,INACTIVE,Other,Professional,365
Australian Museum,https://www.linkedin.com/company/australian-museum,Head of ICT,2023-12,,ACTIVE,Information Technology,Lead,366
CyberKnox,https://www.linkedin.com/company/cyberknox,CTO & Head of Delivery,2022-11,2023-12,INACTIVE,Information Technology,Management,366
Ari Agency // Your Property Purchase. Solved.,https://www.linkedin.com/company/ariagency,Managing Director,2021-11,2022-11,INACTIVE,Other,Management,366
Museum of Applied Arts and Sciences,https://www.linkedin.com/company/museum-of-applied-arts-and-sciences,ICT Manager,2018-06,2021-11,INACTIVE,Information Technology,Professional,366
Cohen Handler,https://www.linkedin.com/company/cohen-handler,Research and Development,2017-08,2018-06,INACTIVE,Other,Professional,366
SOS Print + Media Group Australia,https://www.linkedin.com/company/pp,Systems Manager,2007-11,2017-08,INACTIVE,Information Technology,Professional,366
PADI Asia Pacific,https://www.linkedin.com/company/padi,Network Administrator,1999-11,2007-11,INACTIVE,Information Technology,Professional,366
aquantus gmbh,,Managing Director,2017-02,,ACTIVE,Other,Management,367
Simulation Technology,,Chief Researcher,1997-08,,ACTIVE,Information Technology,Professional,367
EIPOS Europäisches Institut für postgraduale Bildung GmbH,https://www.linkedin.com/company/eipos-gmbh,Phd Student Lecturer,2001-06,2024-01,INACTIVE,Information Technology,Junior,367
Innius GTD Dresden,,Managing Director,2001-01,2024-01,INACTIVE,Other,Management,367
GTS Dresden,,Project Engineer,1996-05,2000-04,INACTIVE,Project Management,Professional,367
OCB RENOV,,Responsable,2022-07,,ACTIVE,Other,Lead,368
GE,https://www.linkedin.com/company/ge,Ingénieur projet global,2010-10,2021,INACTIVE,Project Management,Professional,368
PREO Software AG,https://www.linkedin.com/company/preo-software-ag,Head of Sales DACH,2022-10,,ACTIVE,Sales,Lead,369
PREO Software AG,https://www.linkedin.com/company/preo-software-ag,Key-Account-Manager,2008-12,2022-10,INACTIVE,Sales,Professional,369
IBM Deutschland GmbH,,Senior Partner,2022-11,,ACTIVE,Business Development,Senior,370
IBM,https://www.linkedin.com/company/ibm,Partner,2018-11,,ACTIVE,Business Development,Management,370
IBM Deutschland GmbH,,Associate Partner,2016-04,2018-10,INACTIVE,Consulting,Professional,370
IBM Deutschland GmbH,,Senior Managing Consultant,2007-03,2016-03,INACTIVE,Consulting,Senior,370
-,,Desk Officer,2006-10,2007-02,INACTIVE,Administrative,Professional,370
-,,Branch Head,2003-10,2006-09,INACTIVE,Other,Lead,370
-,,General Staff Officer Student,2001-09,2003-09,INACTIVE,Other,Junior,370
-,,Company Commander,2000-07,2001-08,INACTIVE,Other,Professional,370
-,,Desk Officer,1999-10,2000-06,INACTIVE,Administrative,Professional,370
-,,Duty Officer,1992-03,1999-09,INACTIVE,Other,Professional,370
-,,Student,1988-10,1992-02,INACTIVE,Other,Junior,370
German Air Force,https://www.linkedin.com/company/german-air-force,"Recruit, Conscript, Officer Candidate",1985-10,1988-09,INACTIVE,Human Resources,Junior,370
Uhlmann Pac-Systeme,https://www.linkedin.com/company/uhlmann-pac-systeme,Application Consultant,2000-10,,ACTIVE,Consulting,Professional,371
Liebherr Mobil- und Raupenkrane,https://www.linkedin.com/company/mobile-and-crawler-cranes,Software Developer,1991-04,2000-09,INACTIVE,Information Technology,Professional,371
Uhlmann Pac-Systeme,https://www.linkedin.com/company/uhlmann-pac-systeme,Software Developer,1986-09,1991-03,INACTIVE,Information Technology,Professional,371
Oppskvær AS - for team som må lykkes,https://www.linkedin.com/company/oppskvaer,Partner,2020-05,,ACTIVE,Business Development,Management,372
"KAI KRÜGER Krüger Kommunikasjon AS Liaveien 16, 1369 Stabekk",,CEO Krüger Kommunikasjon AS,2018-03,,ACTIVE,Other,Management,372
Modus Design AS,,Board Member,2019-01,,ACTIVE,Other,Management,372
Veidekke ASA,https://www.linkedin.com/company/veidekke-asa,"Executive Vice President,Special Adviser",2013-06,,ACTIVE,Other,Management,372
Veidekke ASA,https://www.linkedin.com/company/veidekke-asa,Executive Vice President Communication,1998-08,2013-06,INACTIVE,Marketing,Management,372
Veidekke ASA,https://www.linkedin.com/company/veidekke-asa,Executive Vice President Communication,1998-08,2013-06,INACTIVE,Marketing,Management,372
Burson-Marsteller,,Director,1979,1998,INACTIVE,Other,Director,372
Technische Universität Kaiserslautern,,Postdoctoral Researcher and Lecturer,2020-05,,ACTIVE,Other,Professional,373
Technische Universität Kaiserslautern,,Research Associate and Doctoral Candidate,2014-10,2020-05,INACTIVE,Other,Junior,373
George Mason University - Schar School of Policy and Government,,Visiting Research Scholar,2018-10,2019-01,INACTIVE,Consulting,Professional,373
American Institute for Contemporary German Studies (AICGS),https://www.linkedin.com/company/amgerinst,Research Fellow,2018-11,2018-12,INACTIVE,Other,Professional,373
German-American Fulbright Commission,https://www.linkedin.com/company/fulbrightgermany,Fulbright Scholar,2016-09,2016-10,INACTIVE,Other,Professional,373
Benchmark Electrical Solutions,https://www.linkedin.com/company/benchmark-electrical-solutions,Purchasing Manager,2018-04,,ACTIVE,Purchasing,Professional,374
Sharetown,https://www.linkedin.com/company/sharetown-inc,Sales Representative,2022-08,2024-06,INACTIVE,Sales,Professional,374
CED,https://www.linkedin.com/company/ced_2,Sales,2017-05,2018-03,INACTIVE,Sales,Professional,374
CFM Process Controls,,Acc/Territory Manager,2013-09,2017-05,INACTIVE,Sales,Lead,374
Crum Electric Supply,,Intergrated Logistics,2011-03,2013-08,INACTIVE,Other,Professional,374
Electron Service,,Automotive Electrician,2008-02,2011-04,INACTIVE,Other,Professional,374
University of New Brunswick,,Postdoctoral Research Fellow,2024-01,,ACTIVE,Other,Professional,375
SceneSharp Technologies Inc.,https://www.linkedin.com/company/scenesharp-technologies-inc,Research Scientist,2022-07,2023-12,INACTIVE,Information Technology,Professional,375
