organization,position,startDate,endDate,status,department,seniority,person_id,job_count,job_duration_years
CETIN Serbia,Senior Enterprise IT Systems Specialist,2024-04,2025-12,ACTIVE,Information Technology,Senior,329,6,1.6684931506849314
CETIN Serbia,Enterprise IT Systems Specialist,2022-06,2024-04,INACTIVE,Information Technology,Professional,329,6,1.8356164383561644
CETIN Serbia,Database Systems Specialist,2021-12,2022-06,INACTIVE,Information Technology,Professional,329,6,0.4986301369863014
CETIN Serbia,IT Infrastructure Planning Specialist,2020-07,2021-12,INACTIVE,Information Technology,Professional,329,6,1.4191780821917808
Telenor Common Operation,IT Infrastructure Planning Specialist,2019-05,2020-07,INACTIVE,Information Technology,Professional,329,6,1.16986301369863
Bosch Srbija,IT Support Specialist - Intern,2018-02,2018-11,INACTIVE,Information Technology,Junior,329,6,0.7479452054794521
Botilbuddet Katrinebjerg,Vikar,2024-11,2025-12,ACTIVE,Other,Junior,330,7,1.082191780821918
Mor Anna,Servicemedarbejder,2023-05,2024-12,INACTIVE,Customer Support,Professional,330,7,1.5890410958904109
headspace,Frivillig,2022-09,2024-06,INACTIVE,Other,Junior,330,7,1.7506849315068493
Det Sociale Netværk,Lokalkoordinator,2023-01,2023-10,INACTIVE,Administrative,Lead,330,7,0.7479452054794521
OUH,Husassistent,2020-11,2022-08,INACTIVE,Administrative,Junior,330,7,1.747945205479452
Haahrs Skole,Lærervikar,2017-08,2019-06,INACTIVE,Other,Junior,330,7,1.832876712328767
XL-Byg Jens Schultz,Kassemedarbejder,2015-08,2018-01,INACTIVE,Other,Professional,330,7,2.421917808219178
Rescop,General Manager,2023-01,2025-12,ACTIVE,Other,Management,331,9,2.9178082191780823
Rescop,Chief Financial Officer,2019-07,2023-01,INACTIVE,Other,Management,331,9,3.506849315068493
Rescop,VP Business Development - Consultancy & Training,2018-03,2019-07,INACTIVE,Business Development,Management,331,9,1.3342465753424657
Rescop,Corporate Director Business Development,2016-07,2018-03,INACTIVE,Business Development,Director,331,9,1.6657534246575343
Mutsaerts BV,Senior Account Manager,2007-10,2016-06,INACTIVE,Sales,Senior,331,9,8.673972602739726
Schouten Zekerheid,Accountmanager MKB,2003-01,2006-01,INACTIVE,Sales,Professional,331,9,3.0027397260273974
MBN Bemiddeling,Intern Accountmanager Schadeverzekeringen,2002-01,2003-01,INACTIVE,Sales,Junior,331,9,1.0
Schouten Zekerheid,Schadebehandelaar,2001-01,2002-01,INACTIVE,Other,Professional,331,9,1.0
AKD,Student Stagiair,2001-01,2001-01,INACTIVE,Other,Junior,331,9,0.0
"GROB Systems, Inc",Chief Sales Officer (CSO),2024-01,2025-12,ACTIVE,Sales,Management,332,9,1.917808219178082
GROB Machine Tools (China) Co. Ltd.,Vice President Sales & Member of the Board,2020-08,2023-12,INACTIVE,Sales,Management,332,9,3.334246575342466
GROB Machine Tools (China) Co. Ltd.,Vice President Sales,2019-06,2020-08,INACTIVE,Sales,Management,332,9,1.16986301369863
GROB Machine Tools (China) Co. Ltd.,Senior Manager Key Account Management International,2019-01,2019-06,INACTIVE,Sales,Senior,332,9,0.4136986301369863
GROB-WERKE GmbH & Co. KG,Manager Key Account Management International,2018-01,2018-12,INACTIVE,Sales,Professional,332,9,0.915068493150685
GROB-WERKE GmbH & Co. KG,Deputy Head of Sales International Markets,2016-02,2017-12,INACTIVE,Sales,Lead,332,9,1.832876712328767
GROB-WERKE GmbH & Co. KG,Key-Account-Manager,2012-10,2016-02,INACTIVE,Sales,Professional,332,9,3.336986301369863
GROB-WERKE GmbH & Co. KG,Assistant to the Director Proposal Department,2010-10,2012-09,INACTIVE,Administrative,Junior,332,9,1.9205479452054794
GROB-WERKE GmbH & Co. KG,Proposal Engineer,2008-02,2010-10,INACTIVE,Sales,Professional,332,9,2.665753424657534
Nestlé Waters Deutschland GmbH,Key Account Manager,2006-09,2025-12,ACTIVE,Sales,Professional,333,2,19.263013698630136
Intersnack,Regionaler Key Account Manager,2002-06,2006-08,INACTIVE,Sales,Professional,333,2,4.16986301369863
Sleeping Bird,Selbstständig,2019-05,2025-12,ACTIVE,Other,Professional,334,6,6.5917808219178085
Verkehrsbetriebe St.Gallen,Projektleiter,2018-03,2025-12,ACTIVE,Project Management,Lead,334,6,7.758904109589041
Variosystems,Account-Manager,2017-11,2018-01,INACTIVE,Sales,Professional,334,6,0.16712328767123288
Sabbatical,Auslandaufenthalt,2016-09,2017-06,INACTIVE,Other,Professional,334,6,0.7479452054794521
SWiBi AG,Projektleiter,2013-10,2016-10,INACTIVE,Project Management,Lead,334,6,3.0027397260273974
EKT AG,Projektleiter Elektrotechnik,2008-05,2013-09,INACTIVE,Project Management,Lead,334,6,5.33972602739726
D18 Partners,Project Manager,2023-01,2025-12,ACTIVE,Project Management,Professional,335,9,2.9178082191780823
"Asplundh Tree Expert, LLC",Fleet Telematics System Administrator,2017-05,2022-01,INACTIVE,Information Technology,Professional,335,9,4.673972602739726
"Asplundh Tree Expert, LLC",Asplundh Tree Expert - Project Manager,2011-01,2017-05,INACTIVE,Project Management,Professional,335,9,6.3342465753424655
"Telogis, A Verizon Company",Account Manager,2007-01,2011-01,INACTIVE,Sales,Professional,335,9,4.002739726027397
Metal Systems,Strategic Account Manager,2002-01,2007-01,INACTIVE,Sales,Professional,335,9,5.002739726027397
Self-employed,Business Development Consultant,1999-01,2002-01,INACTIVE,Consulting,Professional,335,9,3.0027397260273974
Tycom,Manufacturing Engineer - Business Development,1990-01,1999-01,INACTIVE,Business Development,Professional,335,9,9.005479452054795
Aero-DDL,Process Engineering Manager,1989-01,1990-01,INACTIVE,Information Technology,Professional,335,9,1.0
Texas Instruments,Mechanical Process Engineer,1983-01,1989-01,INACTIVE,Information Technology,Professional,335,9,6.005479452054795
Université du Maine-Le Mans-Laval,Enseignant,2013-09,2025-12,ACTIVE,Other,Professional,336,5,12.257534246575343
AgriCampus Laval,Enseignant,1996-09,2013-09,INACTIVE,Other,Professional,336,5,17.01095890410959
ENFA Toulouse,Enseignant Stagiaire,1995-09,1996-09,INACTIVE,Other,Junior,336,5,1.0027397260273974
Armée de Terre,Service National,1994-04,1995-02,INACTIVE,Other,Professional,336,5,0.8383561643835616
Education nationale,Enseignant contractuel,1992-09,1994-04,INACTIVE,Other,Professional,336,5,1.5808219178082192
Metalltechnik Schmidt GmbH & Co.,Metallbearbeiter,2023-01,2025-12,ACTIVE,Other,Professional,337,1,2.9178082191780823
Eviden,Senior Account Manager Public Sector,2023-05,2025-12,ACTIVE,Sales,Senior,338,10,2.589041095890411
Atos Information Technology GmbH,Senior Account Manager Öffentliche Auftraggeber,2017-08,2023-05,INACTIVE,Sales,Senior,338,10,5.750684931506849
Atos IT Solutions and Services GmbH,Senior Account Manager Public Sector,2012-01,2017-07,INACTIVE,Sales,Senior,338,10,5.501369863013698
Atos IT Solutions and Services GmbH,Senior Account Manager Healthcare,2011-07,2011-12,INACTIVE,Sales,Senior,338,10,0.4191780821917808
Siemens IT Solutions and Services GmbH,Vertrieb Assignio (HealthVault) Gesundheitsplattform,2010-10,2011-06,INACTIVE,Sales,Professional,338,10,0.6657534246575343
Siemens AG Siemens IT Solutions and Services,Senior Account Manager Healthcare,2008-11,2010-10,INACTIVE,Sales,Senior,338,10,1.915068493150685
Siemens AG Siemens IT Solutions and Services,Account Manager Public Sector und GKV,2005-02,2010-10,INACTIVE,Sales,Professional,338,10,5.6657534246575345
senas GmbH,Key Account Manager,2004-06,2004-11,INACTIVE,Sales,Professional,338,10,0.4191780821917808
Norman Data Defense Systems GmbH,Geschäftsführer,2000-02,2004-03,INACTIVE,Other,Management,338,10,4.082191780821918
Norman Data Defense Systems GmbH,Vertriebsleiter,1995-06,2000-01,INACTIVE,Sales,Lead,338,10,4.589041095890411
ThyssenKrupp AG,Senior Consultant Procurement Excellence,2022-08,2025-12,ACTIVE,Consulting,Senior,339,6,3.336986301369863
ThyssenKrupp AG,Global Cluster Manager Procurement,2017-02,2022-11,INACTIVE,Purchasing,Professional,339,6,5.750684931506849
AdientLtd. & Co.KG,Senior Commodity Manager Specialist,2016-06,2016-10,INACTIVE,Purchasing,Senior,339,6,0.33424657534246577
Johnson Controls GmbH,Senior Commodity Manager Specialist,2009-09,2016-05,INACTIVE,Purchasing,Senior,339,6,6.668493150684932
Wilhelm Karmann GmbH,Leiter Einkauf Metall,1990-01,2009-08,INACTIVE,Purchasing,Lead,339,6,19.594520547945205
Verwaltungs & Wirtschaftsakademie,Dipl.-Betriebswirt,1989-08,1992-07,INACTIVE,Other,Professional,339,6,2.9178082191780823
Anwaltskanzlei Heinemann,Rechtsanwalt,1995-07,2025-12,ACTIVE,Other,Professional,340,2,30.44109589041096
Anwaltskanzlei Heinemann,Rechtsanwalt,1976-01,2025-12,ACTIVE,Other,Professional,340,2,49.95068493150685
Wipotec,Commercial Service Manager,2023-07,2025-12,ACTIVE,Customer Support,Professional,341,5,2.421917808219178
Wipotec,Teamleitung - Ersatzteile,2019-07,2025-12,ACTIVE,Purchasing,Lead,341,5,6.424657534246576
Wipotec,Teamleitung - Ersatzteile / Umbauten,2019-07,2023-12,INACTIVE,Purchasing,Lead,341,5,4.421917808219178
Wipotec,Aftersales Service Assistentin,2015-08,2019-06,INACTIVE,Customer Support,Junior,341,5,3.835616438356164
TNT,Kauffrau für Spedition- und Logistikdienstleistung,2012-08,2015-07,INACTIVE,Other,Professional,341,5,2.915068493150685
Bayer,Head of CapEx Delivery Management and Planning Site Leverkusen,2025-01,2025-12,ACTIVE,Project Management,Lead,342,10,0.915068493150685
Bayer,Head of Technical Compliance,2023-03,2024-12,INACTIVE,Other,Lead,342,10,1.7561643835616438
Bayer,Programm-Manager,2020-08,2023-02,INACTIVE,Project Management,Professional,342,10,2.504109589041096
Bayer,Lead Engineer Commissioning and Qualification,2016-10,2020-08,INACTIVE,Consulting,Lead,342,10,3.835616438356164
QIAGEN,Senior Validation Scientist,2014-10,2016-09,INACTIVE,Information Technology,Senior,342,10,1.9205479452054794
QIAGEN,Senior Scientist GMP Components,2013-01,2014-09,INACTIVE,Other,Senior,342,10,1.6657534246575343
Dynavax Europe,Production Manager/Deputy Head Manufacturing,2012-11,2012-12,INACTIVE,Other,Lead,342,10,0.0821917808219178
Dynavax Europe,Deputy Head Manufacturing,2011-08,2012-10,INACTIVE,Other,Lead,342,10,1.16986301369863
Dynavax Europe,Gruppenleiter DSP/Isolation,2008-07,2011-07,INACTIVE,Information Technology,Lead,342,10,3.0
Dynavax Europe,Wissenschaftlicher Mitarbeiter Prozessentwicklung,2004-05,2008-07,INACTIVE,Project Management,Professional,342,10,4.16986301369863
Letec-Terem,Quality Manager,2002-02,2025-12,ACTIVE,Other,Professional,343,2,23.846575342465755
Air Scorpio,Maintenance Engineer,2009-06,2011-01,INACTIVE,Other,Professional,343,2,1.5863013698630137
Bechtle Schweiz AG,Senior IT-Lizenzspezialist,2010-08,2025-12,ACTIVE,Information Technology,Senior,344,3,15.345205479452055
redIT Services AG,Software Consultant,2006-06,2010-08,INACTIVE,Consulting,Professional,344,3,4.16986301369863
CDC IT AG,Software Consultant,2005-01,2006-01,INACTIVE,Consulting,Professional,344,3,1.0
Sodexo Defence (UK),Strategy Director,2009-01,2025-12,ACTIVE,Business Development,Director,345,4,16.926027397260274
Royal Air Force,Station Commander RAF Benson,1997-01,1999-01,INACTIVE,Other,Professional,345,4,2.0
Royal Air Force,Station Commander RAF benson,1997-01,1999-01,INACTIVE,Other,Professional,345,4,2.0
S&D Flt 33 Squadron Royal Air Force,OC 33 Sqn,1992-01,1994-01,INACTIVE,Other,Professional,345,4,2.0027397260273974
Richnerstutz AG,Unternehmensinhaber,2023-01,2025-12,ACTIVE,Other,Management,346,3,2.9178082191780823
Richnerstutz AG,Geschäftsleiter,1988-01,2025-12,ACTIVE,Other,Lead,346,3,37.942465753424656
Richnerstutz AG,"Leiter Business Development, Präsident des Verwaltungsrats",2017-01,2017-01,INACTIVE,Business Development,Lead,346,3,0.0
doxx GmbH,Unternehmensinhaber,2010-03,2025-12,ACTIVE,Other,Management,347,1,15.764383561643836
AWEX,Managing Director,2021-01,2025-12,ACTIVE,Other,Management,348,1,4.917808219178082
EMEA Business Group,Director Commercial Operations,2012-01,2025-12,ACTIVE,Marketing,Director,349,6,13.926027397260274
The Economist,Head of Account Management CEMEA,2011-04,2012-01,INACTIVE,Sales,Lead,349,6,0.7534246575342466
The Economist,Client Relations and Events Manager EMEA,2008-04,2011-03,INACTIVE,Marketing,Professional,349,6,2.915068493150685
The Economist,Client Relations and Events Co-ordinator,2006-04,2008-03,INACTIVE,Marketing,Lead,349,6,1.917808219178082
The Economist,Client Relations Executive,2003-04,2006-03,INACTIVE,Customer Support,Professional,349,6,2.9178082191780823
The Economist,Marketing Executive,2002-09,2003-03,INACTIVE,Marketing,Professional,349,6,0.4958904109589041
Roche Pharmaceuticals,Betriebsleiter API-Produktion,2001-01,2025-12,ACTIVE,Information Technology,Lead,350,1,24.931506849315067
RACE FX LIMITED,Human Resources Specialist,2021-06,2025-12,ACTIVE,Human Resources,Professional,351,4,4.504109589041096
RACE FX LIMITED,General Manager,2018-01,2021-06,INACTIVE,Other,Management,351,4,3.4164383561643836
Race FX Ltd,Design & Communications Manager,2012-04,2017-12,INACTIVE,Marketing,Professional,351,4,5.671232876712328
Royal Bolton Hospitals NHS Foundation Trust,Senior Graphic Designer,1993-08,2012-03,INACTIVE,Marketing,Senior,351,4,18.594520547945205
BAUKING AG,49504,2009-08,2025-12,ACTIVE,Other,Professional,352,1,16.345205479452055
PATTON STATE HOSPITAL,Family Nurse Practitioner,2012-12,2025-12,ACTIVE,Other,Professional,353,1,13.008219178082191
Stellantis,Global Chief Engineer / Manager - Power Electronics (OBC/DCDC),2024-09,2025-12,ACTIVE,Information Technology,Lead,354,7,1.2493150684931507
Stellantis,Assistant Chief Engineer - OBC/DCDC,2022-04,2025-03,INACTIVE,Information Technology,Junior,354,7,2.9178082191780823
Opel,Center of Competence Leader - Diesel Filtration System,2018-08,2022-05,INACTIVE,Other,Lead,354,7,3.750684931506849
Opel,Project Manager / Engineer - Fuel & Vapor Systems,2015-04,2019-03,INACTIVE,Project Management,Professional,354,7,3.9178082191780823
Opel,Masterthesis,2014-07,2015-03,INACTIVE,Other,Junior,354,7,0.6657534246575343
spot.consulting GmbH,Junior Consultant,2013-02,2014-06,INACTIVE,Consulting,Junior,354,7,1.3287671232876712
Technische Universität Darmstadt,Research Assistant,2011-04,2012-12,INACTIVE,Other,Junior,354,7,1.6712328767123288
rido gmbh,Inhaber rido gmbh,2018-08,2025-12,ACTIVE,Other,Management,355,3,7.33972602739726
Selbstständig,Einrichtungsberater,2001-01,2025-12,ACTIVE,Other,Professional,355,3,24.931506849315067
rido R. Nussbaumer & Co.,Alleiniger Inhaber,1996-10,2016-10,INACTIVE,Other,Management,355,3,20.013698630136986
All for One Switzerland AG,SAP Solutions Consultant,2022-10,2025-12,ACTIVE,Consulting,Professional,356,2,3.16986301369863
All for One Switzerland AG,SAP HCM Consultant,2015-07,2022-10,INACTIVE,Consulting,Professional,356,2,7.257534246575342
LR Global Holding GmbH,Senior Treasury Manager,2017-09,2025-12,ACTIVE,Other,Senior,357,4,8.254794520547945
HSH Nordbank,Senior Asset Liability Manager (Vice President / Prokurist),2012-06,2017-06,INACTIVE,Other,Senior,357,4,5.002739726027397
HSH Nordbank,Banking Book Risk Manager,2007-10,2012-05,INACTIVE,Other,Professional,357,4,4.586301369863014
HSH Nordbank,Trainee Financial Markets Division,2006-03,2007-09,INACTIVE,Other,Junior,357,4,1.5041095890410958
Randstad Deutschland,Senior Consultant,2024-07,2025-12,ACTIVE,Consulting,Senior,358,4,1.4191780821917808
Randstad Deutschland,Consultant,2023-05,2024-07,INACTIVE,Consulting,Professional,358,4,1.16986301369863
Randstad Deutschland,Account Specialist Inhouse Service,2021-10,2023-05,INACTIVE,Customer Support,Professional,358,4,1.5808219178082192
Adecco,Onsite Manager,2020-03,2021-05,INACTIVE,Administrative,Professional,358,4,1.167123287671233
Alexander Klaus Freelance- & Interims- Marketing Consulting,Freelance Marketing Consulting / Client Service / Interim Marketing & Branding,2022-04,2025-12,ACTIVE,Consulting,Professional,359,9,3.671232876712329
Delikatessen Agentur für Marken und Design GmbH,Client Service Director,2019-03,2022-04,INACTIVE,Customer Support,Director,359,9,3.0876712328767124
Pahnke Markenmacherei GmbH & Co. KG,Manager Marketing Consulting,2017-09,2019-02,INACTIVE,Consulting,Professional,359,9,1.4191780821917808
Pahnke Markenmacherei GmbH & Co. KG,Senior Markenberater/ Senior Brand Consultant,2015-10,2017-08,INACTIVE,Marketing,Senior,359,9,1.8356164383561644
Landor Associates,Senior Brand Consultant,2013-03,2015-07,INACTIVE,Consulting,Senior,359,9,2.334246575342466
Landor Associates,Client Manager,2011-12,2013-02,INACTIVE,Sales,Professional,359,9,1.1726027397260275
Landor Associates,Project Coordinator,2010-12,2011-12,INACTIVE,Project Management,Lead,359,9,1.0
ewo,International Cooperations Manager,2009-09,2010-12,INACTIVE,Business Development,Professional,359,9,1.2493150684931507
MetaDesign,Intern Brand Consulting,2008-10,2009-03,INACTIVE,Consulting,Junior,359,9,0.4136986301369863
Anyline,VP Product Management,2025-01,2025-12,ACTIVE,Project Management,Management,360,8,0.915068493150685
Anyline,Head Of Product Management,2022-04,2025-01,INACTIVE,Other,Lead,360,8,2.756164383561644
Anyline,Product Manager,2021-05,2022-04,INACTIVE,Project Management,Professional,360,8,0.9178082191780822
GVC Group,Senior IT Product Manager,2017-01,2021-03,INACTIVE,Project Management,Senior,360,8,4.164383561643835
bwin.party digital entertainment,Product Owner & Teamlead,2014-01,2017-12,INACTIVE,Project Management,Lead,360,8,3.9178082191780823
bwin,Teamlead Technical Product Management,2011-03,2013-12,INACTIVE,Project Management,Lead,360,8,2.756164383561644
bwin,Technical Product Manager,2007-07,2011-03,INACTIVE,Project Management,Professional,360,8,3.6684931506849314
Freiberuflich,IT Consultant,2002-01,2007-01,INACTIVE,Consulting,Professional,360,8,5.002739726027397
VON ARDENNE GmbH,Head of Mechanical Engiuneering,2017-01,2025-12,ACTIVE,Other,Lead,361,9,8.92054794520548
VON ARDENNE GmbH,Senior Manager Product Development,2014-06,2025-12,ACTIVE,Information Technology,Senior,361,9,11.509589041095891
Leybold Optics Dresden GmbH,Director Design,2008-07,2014-05,INACTIVE,Marketing,Director,361,9,5.835616438356165
Leybold Optics Dresden GmbH,Projektmanager Sales,2007-05,2008-06,INACTIVE,Sales,Professional,361,9,1.0876712328767124
Applied Materials,Senior Engineer,2006-07,2007-04,INACTIVE,Information Technology,Senior,361,9,0.7506849315068493
Vacuum Coating Technologies GmbH,Senior Engineer,2005-01,2006-06,INACTIVE,Information Technology,Senior,361,9,1.4136986301369863
VON ARDENNE Anlagentechnik GmbH,Project Engineer,1997-09,2004-12,INACTIVE,Project Management,Professional,361,9,7.254794520547946
